100000 200000 
81863 81865 1
89757 89759 1
84904 2 15084
30297 3996 10
33139 20523 671
26634 4253 742
17706 13968 703
67343 67345 1
45767 16252 568
337 8321 640
29535 39925 667
43974 22946 823
96039 96041 1
22093 39245 455
87688 2 12300
90405 90407 1
98861 98863 1
37225 21323 62
67189 67191 1
89359 89360 0
80939 80940 0
75031 75032 0
2 12106 356
94809 94810 0
31696 29157 272
30793 22369 843
71363 71365 1
95485 95486 0
96990 2 2998
78961 78963 1
92600 2 7388
2 17231 80
2 42893 516
2 23814 1264
32971 46754 927
87509 87510 0
93017 93019 1
36752 13853 224
36591 1622 21
81899 81901 1
18242 31590 277
985 30337 896
2 6327 851
59128 2 40860
31469 25147 368
49015 6782 163
6422 21367 899
72245 72247 1
8498 29011 357
30909 8847 820
32499 44581 56
80695 80696 0
38921 44094 290
11387 37538 397
96930 2 3058
63064 2 36924
97566 2 2422
5173 16862 686
15664 33990 650
1903 850 39
92606 2 7382
97158 2 2830
96831 96832 0
43212 32603 79
91676 2 8312
15645 32606 146
90221 90223 1
17377 9721 485
51649 51651 1
46366 13301 716
47565 29199 456
99694 2 294
845 8047 451
9968 15215 69
94835 94836 0
87063 87065 1
28258 35786 999
92801 92803 1
44193 48482 900
73549 73550 0
89947 89949 1
2 14173 1023
40115 8297 608
37998 26627 34
94090 2 5898
29742 14769 872
20165 47825 715
18938 468 327
38999 26428 159
34032 16684 820
96359 96360 0
2747 39756 132
2 30335 1059
87892 2 12096
26580 19232 680
97632 2 2356
88611 88613 1
32149 36769 574
91973 91974 0
129 48495 728
78071 78072 0
45505 28490 907
494 31638 173
74107 74109 1
12528 13206 921
34151 2702 963
98136 2 1852
8634 20274 943
98809 98810 0
70373 70375 1
90777 90778 0
45780 32418 494
71876 2 28112
2 36870 1399
21524 48704 143
81067 81069 1
2 7047 698
28067 49447 365
12567 40220 710
75865 75867 1
86265 86267 1
79025 79026 0
47555 1368 676
13669 47012 756
26412 23799 774
29930 28055 148
93193 93194 0
18098 36210 30
9190 22801 25
92789 92790 0
33343 16411 730
97491 97493 1
69880 2 30108
7231 11882 965
2 13822 94
99321 99323 1
32704 42272 585
70011 70012 0
6136 38577 480
97012 2 2976
76799 76801 1
88075 88077 1
35898 29272 770
99763 99764 0
77918 2 22070
70378 2 29610
90943 90945 1
2 41302 42
69093 69094 0
2 7623 1151
85754 2 14234
15189 44288 214
2 13006 791
2 10591 746
17450 39947 784
91829 91830 0
90959 90960 0
10254 793 194
65981 65983 1
20267 16690 304
23995 19097 409
86130 2 13858
87143 87145 1
26806 21935 787
2 42665 926
83896 2 16092
21829 1951 963
20500 24872 289
43739 38574 851
33528 3224 992
98149 98151 1
30205 645 441
69416 2 30572
3887 31029 89
81883 81885 1
98975 98976 0
3219 2277 651
11119 6474 638
26182 27290 701
84263 84265 1
22149 37841 332
2 40904 527
979 26246 481
32576 24340 464
97839 97840 0
44158 49216 297
91646 2 8342
63103 63105 1
2 8568 711
84411 84412 0
88585 88586 0
51929 51931 1
63244 2 36744
46025 38095 89
86079 86080 0
12853 28895 800
92873 92874 0
78162 2 21826
34944 29087 326
28746 8462 470
79483 79485 1
2 46365 375
87293 87294 0
2 25094 1052
99901 99903 1
64517 64519 1
97399 97401 1
6383 37956 536
2 37297 892
39602 30320 798
23712 45234 287
83941 83942 0
97213 97215 1
74409 74411 1
35827 9868 727
17529 36228 989
4606 42055 428
73299 73300 0
63333 63335 1
50752 2 49236
80652 2 19336
21174 44219 539
41635 26182 811
34317 12294 872
14102 42557 274
40954 7408 14
97796 2 2192
2 18251 107
18271 47695 847
66850 2 33138
21948 35308 102
46507 39284 257
87487 87488 0
12905 17152 192
99866 2 122
99655 99656 0
35494 44955 943
95497 95499 1
28088 47833 386
2 7251 1070
63413 63414 0
95823 95825 1
57374 2 42614
95837 95839 1
10477 40959 433
61819 61820 0
89137 89139 1
64649 64650 0
95033 95034 0
6201 16793 612
68804 2 31184
28272 1706 429
48062 34821 871
83840 2 16148
16173 1634 607
45493 1558 640
39165 33805 717
947 2874 407
99078 2 910
52594 2 47394
23237 47694 527
98194 2 1794
89595 89597 1
39588 47255 970
6858 44694 438
87557 87559 1
18645 548 65
14016 29522 797
74436 2 25552
82917 82919 1
81075 81076 0
22069 18076 478
89513 89515 1
86142 2 13846
4116 14942 965
81171 81173 1
92951 92952 0
96465 96466 0
93659 93661 1
87918 2 12070
12215 36937 774
4162 36017 751
89230 2 10758
2 24647 1374
37509 44785 484
86449 86450 0
2 32127 1275
74883 74884 0
99833 99834 0
53117 53118 0
23401 31742 556
20797 41818 419
34724 22817 156
85343 85345 1
37252 9158 659
9100 5858 352
92798 2 7190
48339 29524 439
25497 44297 444
10100 29368 790
42124 4618 799
90591 90592 0
89353 89355 1
98515 98517 1
47570 35316 968
2 42436 638
25464 25082 547
94619 94620 0
88402 2 11586
84331 84333 1
2 204 699
91911 91913 1
2 14320 1199
21208 23118 451
91379 91380 0
95578 2 4410
52873 52875 1
44278 49812 535
95691 95693 1
46315 40651 778
97103 97105 1
92897 92898 0
99864 2 124
91835 91836 0
20506 38994 573
2 18558 710
4217 47029 974
73115 73116 0
23696 11146 520
92695 92697 1
98065 98066 0
8141 17122 40
2 3551 152
2 37979 598
2 14327 930
38602 18503 542
20180 37040 46
98053 98055 1
74267 74268 0
20373 14484 209
1437 20389 532
24988 3356 467
96639 96641 1
84909 84910 0
41511 28710 577
80214 2 19774
69967 69968 0
8898 12210 305
86288 2 13700
78699 78700 0
3152 44785 744
45365 25680 872
94205 94206 0
29206 2602 354
64642 2 35346
44032 2791 225
94695 94696 0
92115 92116 0
41500 46290 769
81119 81120 0
88621 88622 0
6918 2756 385
84571 84572 0
86757 86759 1
24344 46813 857
97378 2 2610
8774 21885 726
86695 86696 0
43809 31388 943
90301 90302 0
19090 7975 204
24893 10961 292
39426 9957 707
8253 7805 566
11191 47118 608
92394 2 7594
32373 9924 570
41391 1564 791
29794 15102 636
84545 84547 1
57569 57570 0
2 6159 554
27025 2614 532
49759 21331 27
46414 7431 912
89686 2 10302
30948 32277 264
95155 95157 1
73119 73120 0
71845 71846 0
35559 21656 91
22517 39113 351
12563 32868 855
57319 57320 0
89258 2 10730
82603 82605 1
33269 28999 952
47771 39780 268
97677 97678 0
73687 73689 1
34329 46344 233
99775 99776 0
71585 71586 0
98132 2 1856
33799 29575 617
91038 2 8950
75954 2 24034
84203 84204 0
75217 75219 1
79766 2 20222
37054 240 442
81111 81112 0
13771 1845 987
38150 39375 379
99360 2 628
88915 88917 1
29176 17146 303
74628 2 25360
66905 66907 1
1091 16371 134
11710 46773 71
77748 2 22240
88989 88990 0
1663 503 341
60106 2 39882
2 13500 1448
60021 60022 0
22039 13595 429
6482 5631 965
36266 18033 26
82912 2 17076
87197 87199 1
94557 94559 1
29427 2679 629
16412 21250 597
5738 12747 68
89035 89037 1
21310 35971 287
71783 71784 0
13033 21840 48
69553 69555 1
2 6385 855
43418 11929 45
25736 2451 263
89204 2 10784
42752 47622 767
29992 9002 872
99887 99889 1
45771 48791 376
59415 59417 1
14592 31757 869
79065 79066 0
66072 2 33916
9810 29587 716
96719 96720 0
26274 8555 981
62312 2 37676
77396 2 22592
71511 71512 0
80392 2 19596
48915 27696 119
3739 11814 977
34952 19518 460
62391 62392 0
35550 35599 739
39412 16079 90
12053 4208 219
82149 82151 1
91886 2 8102
10095 49259 432
72902 2 27086
54453 54455 1
93991 93992 0
96009 96011 1
87037 87038 0
2 49357 1405
42894 9131 914
1074 29922 729
24949 33181 870
28025 43713 944
44178 33938 194
43594 8400 825
90079 90081 1
11706 18967 872
89983 89985 1
98878 2 1110
21460 14175 249
5432 48713 970
81488 2 18500
19532 43695 16
78607 78608 0
84064 2 15924
76184 2 23804
61957 61958 0
18171 23936 472
96669 96671 1
44339 38969 251
91170 2 8818
36547 49050 467
96111 96112 0
98922 2 1066
61259 61261 1
20149 47947 983
92409 92410 0
87579 87580 0
94032 2 5956
92650 2 7338
91061 91063 1
97825 97827 1
40980 18755 723
26292 24369 674
97705 97707 1
83335 83336 0
98153 98154 0
33086 7292 263
95959 95960 0
32519 39500 346
42706 42654 837
31864 35181 387
40173 12463 533
82509 82510 0
95589 95591 1
81479 81480 0
42878 15484 528
28791 35312 148
36915 13523 229
34118 7894 187
2 7153 1159
19467 32823 676
77708 2 22280
82586 2 17402
25130 5965 501
99703 99705 1
11541 6169 613
83623 83624 0
91411 91413 1
4733 46399 462
53277 53278 0
81702 2 18286
41958 17423 704
15243 49136 218
2 39893 789
49158 24792 669
2 36777 762
92333 92335 1
5418 41987 248
93164 2 6824
4103 41727 337
11613 19655 619
52443 52445 1
15015 2927 22
81669 81671 1
3767 1106 363
84272 2 15716
91011 91012 0
28176 33943 733
88119 88120 0
44921 16973 416
44763 32047 748
12626 22056 937
92006 2 7982
91327 91329 1
71543 71545 1
27292 11301 245
77428 2 22560
14601 26707 907
79571 79572 0
88779 88780 0
99679 99680 0
70203 70204 0
36823 23995 664
90105 90106 0
95224 2 4764
92801 92802 0
72142 2 27846
38140 29429 263
88688 2 11300
69272 2 30716
25841 32125 647
4949 27708 794
42157 6917 603
34630 43658 311
84171 84173 1
39500 2517 675
18367 3246 698
53911 53912 0
26306 34935 606
77669 77671 1
63065 63067 1
2 43393 600
87045 87047 1
29782 31569 592
27450 11932 753
90375 90377 1
32027 28112 489
11116 37343 573
91698 2 8290
54472 2 45516
73479 73480 0
20324 16024 704
52451 52452 0
84045 84047 1
98367 98369 1
20404 27012 92
87809 87810 0
97403 97404 0
16575 1249 311
72094 2 27894
70188 2 29800
42138 24904 941
58451 58452 0
83796 2 16192
2 30064 844
2 19287 1202
34771 4099 708
19347 39225 355
64470 2 35518
5315 10299 519
20188 25719 494
25126 13766 510
66968 2 33020
86053 86055 1
92317 92319 1
92832 2 7156
38410 40780 29
75699 75700 0
22288 33210 809
97027 97028 0
98445 98447 1
79923 79924 0
78461 78462 0
96839 96840 0
27748 27433 869
35300 7058 417
44943 47731 450
28128 14869 240
93258 2 6730
3644 12123 580
25167 8711 247
90270 2 9718
10377 2632 752
70684 2 29304
25827 38712 798
96585 96587 1
24611 42141 567
15428 11162 931
60298 2 39690
2 35529 953
37416 33780 984
64285 64286 0
24406 6687 263
31159 42107 692
2 40064 444
79834 2 20154
35999 46117 78
24446 36029 891
2356 14749 249
8135 14055 477
85498 2 14490
44228 18939 821
85783 85784 0
96822 2 3166
74117 74118 0
86777 86779 1
6125 33201 397
21545 48760 590
42633 39083 864
84146 2 15842
78229 78230 0
22212 1831 481
20466 2554 422
97180 2 2808
26517 45686 594
88460 2 11528
93288 2 6700
8683 20243 210
46222 32129 535
41941 36906 86
86737 86738 0
61234 2 38754
98034 2 1954
70620 2 29368
19486 42057 474
93693 93694 0
92663 92665 1
89711 89712 0
46875 43690 464
43647 9556 644
32556 42588 953
91319 91321 1
22112 2028 424
48155 44303 920
84544 2 15444
5490 27886 746
41961 27053 143
78713 78714 0
12099 32207 364
12487 42944 151
44325 14568 360
58907 58909 1
5928 44121 112
37595 3884 691
83472 2 16516
86457 86458 0
85417 85419 1
79774 2 20214
85127 85129 1
4196 2271 752
91267 91268 0
14002 41767 907
11232 35738 174
49643 14295 232
46504 32205 568
36167 26900 825
37407 40957 913
37344 28271 237
97099 97100 0
32620 25987 334
75500 2 24488
14811 30493 135
15868 31716 604
14540 47719 139
17476 5635 162
21391 25142 607
2 42802 867
96707 96708 0
71205 71207 1
74057 74059 1
25813 10177 630
26105 3862 192
71819 71820 0
9155 20286 406
18929 48211 488
81773 81774 0
87928 2 12060
42628 43579 809
92621 92623 1
72470 2 27518
23993 36106 604
46151 36690 853
30104 18548 342
9577 47225 632
97328 2 2660
41487 37604 640
41877 33133 12
37846 9844 887
36998 29823 584
94325 94327 1
38018 35340 237
92536 2 7452
98857 98858 0
83287 83288 0
97323 97324 0
60506 2 39482
18589 2026 389
82190 2 17798
13508 7860 95
64259 64260 0
39055 33101 85
48260 1751 800
99011 99013 1
13406 28064 775
48763 28266 130
93711 93712 0
87519 87521 1
32880 24827 520
34729 40868 369
92938 2 7050
2 22668 1016
46791 19612 854
94623 94624 0
34226 23320 889
47660 12890 558
26686 35384 458
15980 16377 574
60537 60538 0
95651 95653 1
61884 2 38104
88736 2 11252
46044 17626 827
5478 12721 373
41364 33082 638
38725 38285 708
13853 46075 2
35734 38200 58
91515 91517 1
20296 36709 987
16609 37548 665
98802 2 1186
5967 13326 481
9199 27558 747
25197 38418 49
2 5504 620
14032 3654 474
39300 37141 560
2277 12706 92
19390 12427 590
93383 93384 0
87639 87641 1
28516 31289 204
82486 2 17502
47590 32599 517
90225 90227 1
34586 21933 535
41358 34068 442
84953 84955 1
69188 2 30800
84721 84723 1
98767 98769 1
12112 691 504
67493 67495 1
84464 2 15524
73518 2 26470
9909 7620 687
79014 2 20974
40111 30724 350
45555 21991 347
45048 12908 36
18857 47274 765
89059 89061 1
21732 20255 792
40844 4105 546
91037 91038 0
92037 92038 0
81026 2 18962
93922 2 6066
29454 41934 550
76620 2 23368
96025 96026 0
53832 2 46156
28347 6513 683
92362 2 7626
34423 21705 261
15019 6020 495
34030 37616 414
59383 59384 0
96133 96134 0
59501 59503 1
32262 45548 236
32105 146 395
2 11123 525
87013 87015 1
7140 39367 622
95077 95078 0
31265 36113 288
98411 98412 0
14122 3329 413
18031 29176 21
2 27742 1299
96779 96780 0
22851 34577 818
447 40628 956
18077 20567 500
68067 68068 0
20938 5005 45
88283 88284 0
89391 89392 0
71101 71102 0
872 37778 853
77916 2 22072
16644 44528 425
30376 14141 967
96888 2 3100
98331 98332 0
32873 27846 17
40026 43672 955
51921 51922 0
24879 34280 836
11621 4449 818
78522 2 21466
97871 97872 0
99649 99650 0
19740 12174 328
4601 27858 837
943 41063 229
90861 90863 1
14128 3962 265
84295 84297 1
79047 79048 0
85635 85636 0
2811 14612 111
33192 49659 398
32237 12834 157
91235 91236 0
67401 67402 0
2 13426 1072
99048 2 940
90993 90994 0
93190 2 6798
11214 6336 654
90609 90610 0
2 19485 131
83283 83285 1
15362 11661 641
29353 3009 913
36824 18514 48
18284 22119 280
23449 4290 47
92439 92441 1
18947 8471 687
32129 24856 725
3725 45438 875
82997 82998 0
38327 10474 633
56297 56299 1
20149 3794 798
97894 2 2094
93248 2 6740
70809 70810 0
35075 42715 55
2 30546 999
77584 2 22404
13352 31129 614
39000 11572 714
10403 49748 570
83701 83702 0
4452 3447 122
78177 78179 1
96955 96957 1
68492 2 31496
5740 33752 382
97488 2 2500
85069 85071 1
96433 96434 0
42981 7249 802
18746 29840 651
87951 87952 0
90187 90188 0
17338 182 870
10594 28453 148
88341 88342 0
84776 2 15212
73458 2 26530
49004 46408 797
2 7093 638
31784 6666 621
47292 38952 683
60291 60293 1
42328 40238 192
83143 83145 1
91103 91105 1
45187 4327 733
6573 28068 22
32425 9509 13
88593 88594 0
34040 30923 252
16176 36588 823
1065 40770 290
12926 31865 866
72931 72933 1
10836 16003 754
97595 97597 1
23174 22188 150
2 4234 468
28349 14240 249
24765 4416 586
44387 45959 548
79699 79701 1
99837 99839 1
97463 97465 1
99160 2 828
55232 2 44756
46628 15996 750
37792 45743 907
80642 2 19346
6878 8748 616
41333 46067 363
92341 92343 1
2158 545 839
2141 10731 329
11113 20632 467
6383 33312 245
95841 95842 0
93967 93968 0
26765 42815 415
41755 583 763
84041 84042 0
80464 2 19524
25011 22961 356
98757 98758 0
87307 87309 1
38914 34882 677
84437 84438 0
45929 48925 832
98246 2 1742
2 47128 276
76590 2 23398
11662 32331 326
91894 2 8094
37005 37988 993
92449 92451 1
85539 85540 0
31795 25873 159
95191 95193 1
30089 35888 356
8765 25425 986
93843 93845 1
27838 26227 674
95408 2 4580
68960 2 31028
44285 47348 413
1349 2917 982
1773 11380 903
14642 4513 45
6778 18631 975
25768 3204 412
44421 616 99
92339 92340 0
96697 96698 0
80425 80426 0
98523 98524 0
48274 35341 778
15761 10127 952
828 37537 957
73007 73009 1
69971 69972 0
83107 83108 0
99607 99609 1
66946 2 33042
88839 88841 1
62093 62094 0
18492 49696 980
87603 87605 1
75271 75272 0
92702 2 7286
81881 81882 0
2122 28712 647
73475 73477 1
18689 2126 795
18619 27552 405
85171 85173 1
47647 22417 527
4635 3695 497
29334 34552 324
93782 2 6206
82765 82766 0
72881 72882 0
72328 2 27660
98026 2 1962
22626 10188 70
89580 2 10408
29809 35841 724
90101 90103 1
5978 11008 328
2 11051 838
41269 10128 743
91489 91490 0
35219 6607 117
85124 2 14864
97515 97516 0
71149 71151 1
38331 14097 252
11396 35943 704
59509 59510 0
41093 29355 435
21125 5518 956
27815 16072 668
364 32752 971
5713 32471 704
47147 12448 341
4238 10646 180
9709 10573 783
84103 84105 1
67527 67528 0
5064 48540 113
76699 76701 1
80091 80092 0
15456 3853 615
49209 33446 944
72002 2 27986
23774 11932 392
93510 2 6478
25618 8594 170
29004 32761 463
83213 83214 0
25977 25644 430
97601 97603 1
99750 2 238
2 5047 68
88067 88068 0
86943 86945 1
40545 6325 83
87167 87169 1
97932 2 2056
80827 80828 0
89851 89853 1
97889 97891 1
98993 98994 0
98248 2 1740
87002 2 12986
35602 22039 840
46364 2732 230
89357 89358 0
80503 80505 1
18702 32958 359
22274 39179 443
4134 17515 886
49846 44180 313
9691 23984 943
95179 95180 0
48710 3041 811
71425 71427 1
9350 44521 524
93311 93312 0
7763 42455 510
98468 2 1520
23947 37306 751
40656 39407 497
19875 9032 811
17545 33860 686
99746 2 242
87005 87007 1
92750 2 7238
10423 35552 459
92641 92643 1
99252 2 736
14838 8785 722
52221 52223 1
90267 90268 0
63923 63924 0
34923 3495 209
21636 21497 391
37073 37581 378
85473 85474 0
15660 12323 12
98057 98058 0
79565 79567 1
2 22359 947
97401 97402 0
13991 29594 944
99209 99211 1
93050 2 6938
44868 4537 374
60646 2 39342
20151 28056 627
45977 32191 574
97664 2 2324
18883 21021 505
26938 20559 454
2 2921 1041
2 25116 181
46090 17972 125
65979 65981 1
49875 29534 140
50034 2 49954
21564 20215 999
94017 94019 1
95630 2 4358
